sample_id,component,material,load_case,thickness_mm,cross_section_area_cm2,applied_load_kN,load_factor_g,von_mises_stress_MPa,effective_stress_MPa,stress_concentration_Kt,stress_ratio_R,strain,deformation_mm,elastic_modulus_GPa,yield_strength_MPa,density_g_cm3,temperature_C,fatigue_cycles,fatigue_limit_MPa,crack_length_mm,crack_growth_rate,cumulative_damage_index,safety_margin,utilization_ratio,structural_health_score,rul_cycles,failure_label,risk_class
11825,Landing_Gear,CFRP,2.5g_Pull_Up,23.24,47.09,763.42,0.498,149.67,299.35,2.0,-0.384,0.000982,0.7199,135.0,600,1.6,11.3,3933,300,50.0,0.000848917438,0.0002,2.004,0.4989,72.21,49987,0,Medium
11826,Fuselage_Frame,Ti-6Al-4V,Hard_Landing,18.31,57.78,671.85,1.536,116.34,232.69,2.0,0.542,0.000921,0.874,113.8,880,4.43,81.5,7448,510,50.0,8.90802e-06,0.0,3.782,0.2644,73.57,49998,0,Medium
11827,Fuselage_Frame,CFRP,Neg1g_Push_Over,26.58,41.6,722.74,3.47,165.55,165.55,1.0,-0.762,0.001111,0.648,135.0,600,1.6,-6.7,38462,300,50.0,9.5751323e-05,0.0036,3.624,0.2759,77.26,49821,0,Low
11828,Landing_Gear,Al_7075-T6,1g_Level_Flight,18.47,75.4,95.58,2.714,31.28,78.2,2.5,0.364,0.000494,0.2303,71.7,503,2.81,118.4,24343,159,0.7856,3.2272e-08,0.0,6.432,0.1555,88.46,49998,0,Low
11829,Bulkhead,Al_2024-T3,Neg1g_Push_Over,15.69,12.31,786.21,1.973,628.94,943.41,1.5,0.642,0.008489,2.221,73.1,345,2.78,105.8,520,138,50.0,0.079960532496,0.2244,0.366,2.7345,47.79,38782,0,High
11830,Landing_Gear,Inconel_718,1g_Level_Flight,33.0,97.85,534.41,-0.747,77.25,77.25,1.0,-0.782,0.000381,0.2679,200.0,1034,8.19,96.3,4393,620,3.1825,7.24446e-07,0.0,10.0,0.0747,86.63,49999,0,Low
11831,Rib_Section,Al_2024-T3,2.5g_Pull_Up,5.47,24.91,740.14,1.766,299.05,448.57,1.5,-0.83,0.003982,1.0461,73.1,345,2.78,-53.4,13893,138,50.0,0.000846677588,0.3064,0.769,1.3002,56.2,34681,0,Medium
11832,Fuselage_Frame,Ti-6Al-4V,Neg1g_Push_Over,30.91,77.85,584.93,-0.307,48.96,73.43,1.5,0.641,0.000325,0.3165,113.8,880,4.43,113.7,20087,510,46.5783,2.318829e-06,0.0,10.0,0.0834,61.82,49999,0,Medium
11833,Skin_Panel,Inconel_718,Neg1g_Push_Over,31.61,56.74,179.55,1.175,5.0,12.5,2.5,0.084,1e-05,0.1805,200.0,1034,8.19,48.5,1919,620,0.0113,5.872e-09,0.0,10.0,0.0121,100.0,49999,0,Low
11834,Landing_Gear,Al_2024-T3,Neg1g_Push_Over,28.38,93.95,522.03,-0.91,52.43,78.65,1.5,0.362,0.000815,0.6316,73.1,345,2.78,48.5,10854,138,3.9452,3.63483e-07,0.0002,4.386,0.228,86.1,49988,0,Low
11835,Bulkhead,Ti-6Al-4V,Hard_Landing,27.41,100.01,86.39,0.411,28.64,57.29,2.0,0.117,0.000233,0.001,113.8,880,4.43,-37.7,12398,510,4.0215,3.24364e-07,0.0,10.0,0.0651,90.09,49999,0,Low
11836,Rib_Section,Steel_4340,2.5g_Pull_Up,32.94,28.48,594.41,3.335,227.15,227.15,1.0,0.53,0.001033,0.0043,205.0,470,7.85,51.7,1939,413,50.0,0.000194744522,0.0002,2.069,0.4833,76.57,49991,0,Low
11837,Skin_Panel,Al_7075-T6,Pressurization,30.26,82.88,353.56,0.804,45.16,67.73,1.5,0.768,0.000529,0.7528,71.7,503,2.81,37.5,8687,159,0.3482,4.0083e-08,0.0001,7.426,0.1347,92.01,49997,0,Low
11838,Skin_Panel,CFRP,1g_Level_Flight,4.28,26.84,137.46,2.467,40.16,80.32,2.0,-0.031,0.000163,0.0833,135.0,600,1.6,39.7,100,300,0.1071,1.070662e-06,0.0,7.47,0.1339,91.0,49999,0,Low
11839,Wing_Spar,CFRP,Neg1g_Push_Over,24.8,19.26,832.55,2.307,426.02,639.02,1.5,0.557,0.003084,2.4215,135.0,600,1.6,174.5,18030,300,50.0,0.008740850043,0.0733,0.939,1.065,54.98,46334,0,Medium
11840,Landing_Gear,CFRP,2.5g_Pull_Up,31.89,111.98,766.91,0.747,71.59,143.19,2.0,0.366,0.000387,0.0581,135.0,600,1.6,40.0,1195,300,18.0781,1.5128119e-05,0.0,4.19,0.2386,85.98,49999,0,Low
11841,Landing_Gear,Steel_4340,Pressurization,8.89,23.9,760.58,2.02,334.48,501.72,1.5,0.607,0.001588,0.702,205.0,470,7.85,-42.3,2371,413,50.0,0.007816532541,0.001,0.937,1.0675,70.32,49948,0,Medium
11842,Fuselage_Frame,Al_7075-T6,Gust_Load,27.75,31.24,672.61,-0.743,223.88,335.81,1.5,0.433,0.003052,0.6471,71.7,503,2.81,-51.3,23580,159,50.0,0.00169078031,0.0927,1.498,0.6676,66.59,45366,0,Medium
11843,Rib_Section,Al_2024-T3,Hard_Landing,6.0,19.99,591.26,2.037,310.34,310.34,1.0,-0.976,0.004168,0.274,73.1,345,2.78,-17.7,8011,138,50.0,0.001139483801,0.2049,1.112,0.8996,63.07,39754,0,Medium
11844,Wing_Spar,Al_2024-T3,Hard_Landing,9.82,59.08,560.27,2.877,104.48,104.48,1.0,0.688,0.001553,1.2007,73.1,345,2.78,177.4,17728,138,50.0,1.923528e-05,0.0058,3.302,0.3028,72.11,49708,0,Medium
11845,Tail_Assembly,Al_7075-T6,Gust_Load,6.72,110.75,99.12,-0.448,23.03,46.07,2.0,0.25,0.000297,0.2679,71.7,503,2.81,50.6,15943,159,13.5751,8.51477e-07,0.0,10.0,0.0916,81.47,49999,0,Low
11846,Tail_Assembly,Inconel_718,2.5g_Pull_Up,2.36,35.37,766.48,1.001,182.81,182.81,1.0,-0.925,0.000896,0.6188,200.0,1034,8.19,101.5,2449,620,50.0,0.000127240039,0.0,5.656,0.1768,71.7,49999,0,Medium
11847,Engine_Mount,Al_7075-T6,1g_Level_Flight,1.67,67.31,750.15,-0.84,98.05,98.05,1.0,-0.843,0.001496,0.473,71.7,503,2.81,188.8,2778,159,41.4862,1.4933846e-05,0.0004,5.13,0.1949,66.28,49979,0,Medium
11848,Landing_Gear,CFRP,2.5g_Pull_Up,25.4,52.32,638.2,2.896,105.41,316.24,3.0,-0.467,0.000645,0.5109,135.0,600,1.6,6.2,16144,300,26.6991,1.65381e-06,0.0002,1.897,0.5271,75.21,49987,0,Low
11849,Landing_Gear,Al_2024-T3,2.5g_Pull_Up,23.33,43.64,788.94,1.22,162.78,244.17,1.5,0.714,0.002178,0.2779,73.1,345,2.78,67.5,4080,138,50.0,0.000334682709,0.0079,1.413,0.7077,70.59,49605,0,Medium
11850,Wing_Spar,Al_7075-T6,Ground_Taxi,21.84,70.8,474.59,0.57,67.12,100.68,1.5,-0.581,0.000781,0.2619,71.7,503,2.81,82.8,8741,159,50.0,5.74727e-06,0.0003,4.996,0.2002,74.44,49986,0,Medium
11851,Bulkhead,Al_2024-T3,Pressurization,6.94,69.27,386.02,1.707,34.02,85.04,2.5,0.257,0.000472,0.7591,73.1,345,2.78,11.7,25833,138,50.0,2.37297e-06,0.0001,4.057,0.2465,76.16,49995,0,Low
11852,Tail_Assembly,Al_7075-T6,Hard_Landing,14.32,46.33,823.08,3.434,163.51,327.02,2.0,-0.75,0.002341,0.001,71.7,503,2.81,26.6,4800,159,50.0,4.0422973e-05,0.0054,1.538,0.6501,64.4,49731,0,Medium
11853,Engine_Mount,Ti-6Al-4V,1g_Level_Flight,33.36,102.81,399.87,0.051,37.41,37.41,1.0,-0.845,8.6e-05,0.001,113.8,880,4.43,220.7,6289,510,0.3998,6.3565e-08,0.0,10.0,0.0425,89.18,49999,0,Low
11854,Wing_Spar,CFRP,Ground_Taxi,33.58,11.11,548.71,2.502,469.62,469.62,1.0,0.027,0.003565,1.2781,135.0,600,1.6,287.0,5637,300,50.0,0.00109445208,0.0339,1.278,0.7827,66.8,48307,0,Medium
11855,Landing_Gear,Al_7075-T6,Gust_Load,25.02,14.8,323.37,-0.382,211.17,316.75,1.5,-0.164,0.002976,1.2246,71.7,503,2.81,50.6,20558,159,50.0,8.9342626e-05,0.064,1.588,0.6297,61.04,46802,0,Medium
11856,Tail_Assembly,Steel_4340,2.5g_Pull_Up,12.11,118.94,544.51,2.832,55.36,83.04,1.5,0.519,0.000274,0.001,205.0,470,7.85,51.5,5811,413,45.7947,7.880689e-06,0.0,5.66,0.1767,71.45,49999,0,Medium
11857,Rib_Section,Al_7075-T6,Gust_Load,19.47,90.98,614.88,2.978,49.2,49.2,1.0,0.487,0.000562,0.4098,71.7,503,2.81,48.3,7242,159,3.4766,4.80066e-07,0.0001,10.0,0.0978,96.31,49996,0,Low
11858,Engine_Mount,Ti-6Al-4V,Hard_Landing,2.58,97.45,534.71,2.511,66.81,66.81,1.0,0.776,0.000664,0.4482,113.8,880,4.43,180.1,12171,510,43.7395,3.593748e-06,0.0,10.0,0.0759,74.2,49999,0,Medium
11859,Fuselage_Frame,Steel_4340,Ground_Taxi,29.07,74.31,442.23,-0.915,47.42,118.55,2.5,0.45,0.0004,0.001,205.0,470,7.85,21.2,10733,413,50.0,1.2622997e-05,0.0,3.965,0.2522,70.45,49999,0,Medium
11860,Tail_Assembly,Steel_4340,Pressurization,24.11,53.28,262.09,-0.307,53.26,79.89,1.5,0.626,0.000219,0.001,205.0,470,7.85,106.2,4837,413,11.2569,2.327253e-06,0.0,5.883,0.17,92.15,49999,0,Low
11861,Engine_Mount,Al_7075-T6,Ground_Taxi,17.44,77.36,550.83,2.206,54.61,136.52,2.5,0.038,0.00073,0.2967,71.7,503,2.81,138.7,14096,159,50.0,1.0152886e-05,0.0002,3.684,0.2714,67.94,49990,0,Medium
11862,Wing_Spar,Ti-6Al-4V,1g_Level_Flight,10.24,15.65,773.08,1.407,500.87,1001.74,2.0,0.373,0.004404,3.1808,113.8,880,4.43,255.1,6564,510,50.0,0.005945210497,0.0061,0.878,1.1383,52.71,49694,0,Medium
11863,Fuselage_Frame,Steel_4340,Pressurization,29.68,92.14,15.81,-0.253,5.0,7.5,1.5,-0.118,1e-05,0.174,205.0,470,7.85,102.6,9190,413,0.0004,4.3e-11,0.0,10.0,0.016,92.66,49999,0,Low
11864,Engine_Mount,CFRP,2.5g_Pull_Up,31.69,67.19,122.5,1.451,25.23,63.07,2.5,-0.385,0.000169,0.3465,135.0,600,1.6,141.4,7108,300,12.1074,1.703352e-06,0.0,9.514,0.1051,79.95,49999,0,Low
11865,Engine_Mount,Inconel_718,1g_Level_Flight,4.65,115.02,110.61,-0.51,5.0,10.0,2.0,-0.252,0.000128,0.0511,200.0,1034,8.19,292.6,23030,620,0.044,1.909e-09,0.0,10.0,0.0097,84.57,49999,0,Low
11866,Skin_Panel,CFRP,Ground_Taxi,33.53,78.31,785.49,2.929,108.65,108.65,1.0,-0.581,0.000798,0.001,135.0,600,1.6,80.9,11652,300,1.1503,9.8724e-08,0.0002,5.522,0.1811,93.38,49989,0,Low
11867,Skin_Panel,Al_2024-T3,Pressurization,10.3,22.44,566.71,2.243,265.19,265.19,1.0,0.551,0.003657,1.1768,73.1,345,2.78,-2.1,65839,138,50.0,1.334278e-05,0.8979,1.301,0.7687,55.84,5104,0,Medium
11868,Skin_Panel,Al_2024-T3,Ground_Taxi,19.72,59.92,809.5,0.345,136.9,136.9,1.0,-0.246,0.002076,0.7164,73.1,345,2.78,94.6,10203,138,50.0,3.3135567e-05,0.0099,2.52,0.3968,61.57,49505,0,Medium
11869,Landing_Gear,Ti-6Al-4V,1g_Level_Flight,25.63,11.65,499.56,3.199,421.63,421.63,1.0,-0.37,0.003851,1.5637,113.8,880,4.43,2.7,33210,510,50.0,0.000175615501,0.0155,2.087,0.4791,73.92,49224,0,Medium
11870,Bulkhead,Steel_4340,Ground_Taxi,10.87,90.72,397.86,2.682,40.35,80.7,2.0,0.711,9.2e-05,0.0601,205.0,470,7.85,84.0,12790,413,16.9829,1.327823e-06,0.0,5.824,0.1717,77.97,49999,0,Low
11871,Tail_Assembly,CFRP,Pressurization,24.35,62.71,675.57,0.918,88.76,177.53,2.0,-0.762,0.000832,0.2103,135.0,600,1.6,-5.8,33566,300,50.0,0.000101815342,0.0003,3.38,0.2959,71.12,49987,0,Medium
11872,Landing_Gear,CFRP,Neg1g_Push_Over,13.14,47.51,145.19,3.313,33.6,84.01,2.5,-0.233,0.000387,0.32,135.0,600,1.6,105.5,16365,300,50.0,7.09347e-06,0.0,7.142,0.14,69.45,49999,0,Medium
11873,Rib_Section,Inconel_718,Hard_Landing,34.22,116.38,330.32,2.335,37.73,56.59,1.5,0.735,0.000338,0.001,200.0,1034,8.19,-22.7,1929,620,3.328,1.72523e-06,0.0,10.0,0.0547,96.52,49999,0,Low
11874,Fuselage_Frame,Ti-6Al-4V,2.5g_Pull_Up,27.52,113.17,401.67,-0.475,58.99,88.48,1.5,-0.303,0.000456,0.2682,113.8,880,4.43,70.8,1481,510,2.2782,1.538294e-06,0.0,9.946,0.1005,92.28,49999,0,Low
11875,Bulkhead,Steel_4340,Hard_Landing,28.31,114.58,260.71,3.236,42.38,84.76,2.0,0.406,0.000228,0.001,205.0,470,7.85,16.5,21679,413,50.0,3.672851e-06,0.0,5.545,0.1803,81.62,49999,0,Low
11876,Engine_Mount,Ti-6Al-4V,2.5g_Pull_Up,21.82,30.41,321.88,1.991,91.18,227.95,2.5,0.218,0.000762,0.2459,113.8,880,4.43,120.2,17269,510,50.0,0.000105127236,0.0,3.86,0.259,70.37,49999,0,Medium
11877,Landing_Gear,Al_7075-T6,Pressurization,33.77,88.79,75.61,-0.892,11.7,29.24,2.5,-0.252,0.000175,0.0762,71.7,503,2.81,3.1,8985,159,0.7911,8.8046e-08,0.0,10.0,0.0581,83.99,49999,0,Low
11878,Skin_Panel,CFRP,Ground_Taxi,22.99,113.72,176.31,0.223,13.51,20.26,1.5,0.65,0.000275,0.0215,135.0,600,1.6,-19.5,8418,300,0.1981,2.3536e-08,0.0,10.0,0.0338,100.0,49999,0,Low
11879,Bulkhead,Ti-6Al-4V,Pressurization,10.63,70.65,291.82,1.124,59.57,89.36,1.5,0.454,0.000538,0.4726,113.8,880,4.43,42.2,16216,510,12.464,7.68623e-07,0.0,9.848,0.1015,83.37,49999,0,Low
11880,Rib_Section,Ti-6Al-4V,1g_Level_Flight,9.54,29.63,678.55,0.347,218.38,218.38,1.0,-0.972,0.001747,1.5221,113.8,880,4.43,-9.5,12158,510,50.0,0.000308899174,0.0004,4.03,0.2482,73.69,49979,0,Medium
11881,Tail_Assembly,Inconel_718,1g_Level_Flight,31.54,99.05,163.3,3.267,29.66,44.49,1.5,-0.379,0.000111,0.001,200.0,1034,8.19,-42.3,3394,620,0.7341,2.16285e-07,0.0,10.0,0.043,100.0,49999,0,Low
11882,Rib_Section,Al_7075-T6,Ground_Taxi,9.84,106.19,301.18,2.564,13.56,20.33,1.5,-0.58,0.000124,0.2177,71.7,503,2.81,111.8,31230,159,0.0876,2.805e-09,0.0,10.0,0.0404,95.05,49999,0,Low
11883,Fuselage_Frame,Al_2024-T3,2.5g_Pull_Up,33.57,85.87,64.53,-0.354,5.93,17.78,3.0,-0.701,0.00026,0.006,73.1,345,2.78,92.9,18221,138,0.0445,2.442e-09,0.0,10.0,0.0515,97.18,49999,0,Low
11884,Wing_Spar,CFRP,Ground_Taxi,25.23,38.76,477.97,2.613,110.05,385.18,3.5,-0.556,0.000734,0.6188,135.0,600,1.6,123.9,15813,300,50.0,8.811581e-05,0.0003,1.558,0.642,43.74,49985,1,High
11885,Landing_Gear,Inconel_718,2.5g_Pull_Up,2.87,26.93,523.45,2.338,164.9,164.9,1.0,-0.223,0.000784,0.0382,200.0,1034,8.19,-7.5,9706,620,48.1386,4.959671e-06,0.0,6.27,0.1595,81.66,49997,0,Low
11886,Skin_Panel,Ti-6Al-4V,Ground_Taxi,3.29,76.79,737.03,2.452,82.41,247.24,3.0,-0.428,0.000687,0.6424,113.8,880,4.43,55.3,43678,510,50.0,0.000412686064,0.0,3.559,0.281,58.37,49998,0,Medium
11887,Fuselage_Frame,CFRP,Ground_Taxi,5.95,60.52,698.06,2.021,111.48,167.21,1.5,0.665,0.000986,0.6256,135.0,600,1.6,1.2,163,300,14.7006,9.0187623e-05,0.0,3.588,0.2787,88.46,49999,0,Low
11888,Wing_Spar,Al_2024-T3,Ground_Taxi,22.2,81.91,249.72,0.468,51.88,103.76,2.0,-0.904,0.000806,0.5068,73.1,345,2.78,152.3,17979,138,50.0,4.465084e-06,0.0004,3.325,0.3007,73.95,49982,0,Medium
11889,Skin_Panel,Ti-6Al-4V,1g_Level_Flight,3.94,17.85,125.04,-0.934,53.76,53.76,1.0,-0.412,0.000529,0.1736,113.8,880,4.43,49.3,60820,510,28.0027,4.60419e-07,0.0,10.0,0.0611,72.56,49999,0,Medium
11890,Skin_Panel,Al_7075-T6,2.5g_Pull_Up,19.88,20.63,141.11,-0.464,59.31,148.29,2.5,-0.167,0.000851,0.5349,71.7,503,2.81,-21.0,13402,159,9.7758,7.2943e-07,0.0003,3.392,0.2948,82.0,49987,0,Low
11891,Skin_Panel,CFRP,Gust_Load,28.67,46.73,823.93,2.702,154.7,154.7,1.0,-0.701,0.001167,0.7059,135.0,600,1.6,58.5,13495,300,50.0,6.963202e-06,0.001,3.878,0.2578,65.11,49952,0,Medium
11892,Landing_Gear,Inconel_718,Ground_Taxi,2.17,34.76,575.51,0.088,182.91,365.82,2.0,-0.668,0.000922,0.6909,200.0,1034,8.19,-39.4,23690,620,50.0,0.00017934281,0.0002,2.827,0.3538,67.42,49991,0,Medium
11893,Fuselage_Frame,Al_7075-T6,Hard_Landing,13.12,76.22,45.76,-0.651,5.0,12.5,2.5,-0.811,0.000275,0.1773,71.7,503,2.81,1.9,363,159,0.0017,4.749e-09,0.0,10.0,0.0249,91.36,49999,0,Low
11894,Skin_Panel,Al_2024-T3,Hard_Landing,16.32,47.27,124.89,2.203,21.35,21.35,1.0,0.439,0.000165,0.2492,73.1,345,2.78,-34.8,1842,138,0.02,1.0836e-08,0.0,10.0,0.0619,100.0,49999,0,Low
11895,Rib_Section,Al_2024-T3,Pressurization,20.53,83.66,418.07,2.075,44.76,89.52,2.0,-0.974,0.000336,0.3232,73.1,345,2.78,-3.1,28029,138,1.4738,5.2583e-08,0.0003,3.854,0.2595,93.95,49984,0,Low
11896,Fuselage_Frame,CFRP,Pressurization,26.56,93.41,184.58,2.052,5.0,10.0,2.0,0.419,8.1e-05,0.001,135.0,600,1.6,64.5,16046,300,0.0041,2.54e-10,0.0,10.0,0.0167,100.0,49999,0,Low
11897,Bulkhead,Al_2024-T3,1g_Level_Flight,13.24,26.52,685.07,2.926,236.28,590.71,2.5,0.205,0.003373,2.1342,73.1,345,2.78,78.7,60816,138,50.0,0.003491441199,0.5227,0.584,1.7122,50.39,23866,0,Medium
11898,Rib_Section,Steel_4340,Neg1g_Push_Over,22.27,110.78,491.5,2.103,30.09,60.18,2.0,0.262,0.000165,0.113,205.0,470,7.85,-29.6,7847,413,0.8281,1.05525e-07,0.0,7.81,0.128,92.48,49999,0,Low
11899,Landing_Gear,Inconel_718,Gust_Load,7.05,95.52,524.61,2.161,64.16,64.16,1.0,0.381,0.000123,0.296,200.0,1034,8.19,75.6,8885,620,0.2785,3.1346e-08,0.0,10.0,0.0621,100.0,49999,0,Low
11900,Skin_Panel,CFRP,1g_Level_Flight,11.41,77.08,398.77,0.813,14.25,21.37,1.5,-0.845,0.00018,0.001,135.0,600,1.6,-40.2,16351,300,0.0307,1.877e-09,0.0,10.0,0.0356,100.0,49999,0,Low
11901,Fuselage_Frame,Steel_4340,Neg1g_Push_Over,31.73,109.53,225.09,3.021,28.67,71.68,2.5,-0.733,3.3e-05,0.2411,205.0,470,7.85,-17.1,2988,413,1.0931,3.65836e-07,0.0,6.557,0.1525,94.62,49999,0,Low
11902,Engine_Mount,Al_2024-T3,1g_Level_Flight,12.79,35.57,505.1,2.689,147.13,294.26,2.0,-0.005,0.001884,1.2568,73.1,345,2.78,94.4,5096,138,50.0,0.000289464091,0.0066,1.172,0.8529,62.93,49670,0,Medium
11903,Landing_Gear,CFRP,Pressurization,3.68,53.5,612.25,3.3,87.22,87.22,1.0,-0.737,0.000548,0.1048,135.0,600,1.6,115.0,29531,300,50.0,6.434647e-06,0.0002,6.879,0.1454,72.51,49989,0,Medium
11904,Fuselage_Frame,Steel_4340,Hard_Landing,11.34,14.87,321.6,0.358,211.58,211.58,1.0,-0.367,0.000871,0.6755,205.0,470,7.85,115.4,24365,413,50.0,2.1933721e-05,0.0017,2.221,0.4502,71.85,49916,0,Medium
11905,Bulkhead,Al_2024-T3,Ground_Taxi,18.77,57.46,434.15,0.808,93.01,139.52,1.5,0.145,0.001293,0.1262,73.1,345,2.78,28.7,12696,138,50.0,4.3356387e-05,0.0026,2.473,0.4044,75.5,49868,0,Low
11906,Skin_Panel,Ti-6Al-4V,2.5g_Pull_Up,32.64,63.24,715.33,2.775,97.06,145.6,1.5,-0.945,0.000788,0.195,113.8,880,4.43,85.9,6664,510,50.0,5.2880051e-05,0.0,6.044,0.1654,75.63,49999,0,Low
11907,Wing_Spar,Ti-6Al-4V,Pressurization,1.73,75.85,134.89,0.644,9.51,14.26,1.5,-0.034,1e-05,0.7348,113.8,880,4.43,213.5,15169,510,0.0777,5.12e-09,0.0,10.0,0.0162,88.6,49999,0,Low
11908,Skin_Panel,Al_7075-T6,Ground_Taxi,6.89,12.36,467.99,0.588,419.91,419.91,1.0,-0.384,0.006094,2.4755,71.7,503,2.81,76.5,2840,159,50.0,0.001245436611,0.1382,1.198,0.8348,71.78,43092,0,Medium
11909,Wing_Spar,Ti-6Al-4V,Hard_Landing,27.96,8.73,302.67,2.372,351.44,702.89,2.0,0.136,0.003035,1.6046,113.8,880,4.43,141.9,8514,510,50.0,0.000832625048,0.0019,1.252,0.7987,53.79,49904,0,Medium
11910,Engine_Mount,Steel_4340,2.5g_Pull_Up,10.74,53.29,600.35,0.617,108.79,271.98,2.5,0.039,0.000536,0.3439,205.0,470,7.85,306.2,10487,413,50.0,0.000265720944,0.0001,1.728,0.5787,61.92,49997,0,Medium
11911,Landing_Gear,Inconel_718,Neg1g_Push_Over,9.62,26.75,25.8,2.742,5.0,10.0,2.0,-0.258,0.00018,0.001,200.0,1034,8.19,21.9,9283,620,0.0056,6.02e-10,0.0,10.0,0.0097,87.27,49999,0,Low
11912,Bulkhead,Ti-6Al-4V,Neg1g_Push_Over,19.91,92.26,573.2,-0.736,67.72,67.72,1.0,-0.223,0.000663,0.0725,113.8,880,4.43,90.8,8137,510,1.0715,1.31685e-07,0.0,10.0,0.077,100.0,49999,0,Low
11913,Fuselage_Frame,CFRP,Hard_Landing,26.1,81.9,96.43,1.55,22.05,22.05,1.0,-0.218,0.000354,0.0594,135.0,600,1.6,23.0,7064,300,0.0086,1.217e-09,0.0,10.0,0.0367,97.98,49999,0,Low
11914,Fuselage_Frame,CFRP,2.5g_Pull_Up,24.02,42.47,64.4,1.821,5.0,10.0,2.0,0.348,1e-05,0.212,135.0,600,1.6,68.5,12948,300,0.0032,2.45e-10,0.0,10.0,0.0167,88.32,49999,0,Low
11915,Wing_Spar,CFRP,Ground_Taxi,19.45,10.27,618.68,1.778,569.2,1992.19,3.5,-0.805,0.004321,0.5077,135.0,600,1.6,141.1,6637,300,50.0,0.855857293363,0.086,0.301,3.3203,24.27,45699,1,Critical
11916,Bulkhead,Ti-6Al-4V,Hard_Landing,2.94,25.98,547.89,-0.797,195.91,195.91,1.0,-0.306,0.001771,0.6085,113.8,880,4.43,59.7,13361,510,50.0,9.4280071e-05,0.0003,4.492,0.2226,78.14,49985,0,Low
11917,Rib_Section,Ti-6Al-4V,Neg1g_Push_Over,3.7,84.54,761.75,-0.007,87.79,175.59,2.0,-0.115,0.000871,0.5294,113.8,880,4.43,34.2,11007,510,50.0,5.196397e-06,0.0,5.012,0.1995,70.29,49999,0,Medium
11918,Engine_Mount,Al_7075-T6,Hard_Landing,5.52,118.87,446.51,0.938,38.7,58.05,1.5,-0.818,0.000624,0.3921,71.7,503,2.81,121.1,6536,159,3.3471,5.12095e-07,0.0,8.666,0.1154,87.78,49998,0,Low
11919,Wing_Spar,Inconel_718,Ground_Taxi,17.07,42.54,455.22,-0.051,81.45,203.63,2.5,-0.726,0.00033,0.7753,200.0,1034,8.19,95.8,23041,620,50.0,2.4820668e-05,0.0,5.078,0.1969,71.38,49999,0,Medium
11920,Wing_Spar,Inconel_718,1g_Level_Flight,16.7,97.23,603.89,0.248,59.04,59.04,1.0,0.564,0.000578,0.1158,200.0,1034,8.19,198.4,657,620,1.298,1.975686e-06,0.0,10.0,0.0571,95.69,49999,0,Low
11921,Engine_Mount,Al_2024-T3,Gust_Load,31.81,104.72,281.65,2.768,25.82,38.73,1.5,-0.114,0.000127,0.1606,73.1,345,2.78,92.6,4711,138,0.0211,4.481e-09,0.0,8.908,0.1123,96.35,49999,0,Low
11922,Landing_Gear,Al_7075-T6,Gust_Load,14.3,10.54,41.01,3.185,26.15,39.23,1.5,0.169,0.000278,0.001,71.7,503,2.81,10.6,10261,159,0.5806,5.6579e-08,0.0,10.0,0.078,97.3,49999,0,Low
11923,Fuselage_Frame,Steel_4340,Pressurization,10.32,110.37,203.24,3.121,10.4,10.4,1.0,-0.688,0.000119,0.001,205.0,470,7.85,-31.3,36588,413,0.0087,2.39e-10,0.0,10.0,0.0221,89.63,49999,0,Low
11924,Landing_Gear,CFRP,Gust_Load,7.16,58.61,209.93,-0.327,24.92,49.84,2.0,0.17,0.000214,0.001,135.0,600,1.6,104.7,1122,300,0.2641,2.35341e-07,0.0,10.0,0.0831,90.02,49999,0,Low
11925,Bulkhead,Ti-6Al-4V,1g_Level_Flight,28.24,115.89,291.95,1.069,32.16,32.16,1.0,-0.973,0.000296,0.001,113.8,880,4.43,32.1,13146,510,0.049,3.729e-09,0.0,10.0,0.0365,95.21,49999,0,Low
11926,Rib_Section,Al_2024-T3,Ground_Taxi,23.64,66.93,802.51,0.211,120.0,180.0,1.5,-0.35,0.001713,0.2951,73.1,345,2.78,25.0,2795,138,32.9372,1.178432e-05,0.0016,1.917,0.5217,86.9,49920,0,Low
11927,Skin_Panel,Al_2024-T3,Pressurization,25.55,32.04,686.07,-0.572,196.98,590.95,3.0,0.533,0.00261,2.0113,73.1,345,2.78,39.9,183,138,50.0,0.012772706386,0.0008,0.584,1.7129,48.66,49962,0,High
11928,Tail_Assembly,Ti-6Al-4V,2.5g_Pull_Up,26.57,117.09,796.2,2.471,82.33,205.82,2.5,-0.723,0.000807,0.001,113.8,880,4.43,53.9,30226,510,50.0,1.3825731e-05,0.0,4.276,0.2339,71.49,49998,0,Medium
11929,Tail_Assembly,Al_7075-T6,Hard_Landing,3.48,32.98,848.83,-0.2,236.87,473.74,2.0,-0.981,0.003291,0.7069,71.7,503,2.81,-20.9,31379,159,50.0,0.00068633636,0.1546,1.062,0.9418,59.79,42272,0,Medium
11930,Tail_Assembly,Al_2024-T3,Ground_Taxi,33.88,106.48,374.37,-0.401,9.46,14.2,1.5,-0.485,0.00027,0.001,73.1,345,2.78,54.5,4821,138,0.0094,1.947e-09,0.0,10.0,0.0411,85.4,49999,0,Low
11931,Engine_Mount,Inconel_718,1g_Level_Flight,11.95,24.91,200.74,2.005,76.91,153.82,2.0,-0.929,0.000354,0.2165,200.0,1034,8.19,248.1,29560,620,50.0,7.548715e-06,0.0,6.722,0.1488,78.69,49999,0,Low
